timestamp,feeder,load,loss,voltage,current,power_factor,temperature,humidity
2024-03-16 06:00:00,Civil Hospital Feeder,6.34,0.336,10.94,334.45,0.84,24.5,77.1
2024-03-16 06:00:00,Airport Road Feeder,8.171,0.732,11.17,422.23,0.92,28.4,69.0
2024-03-16 06:00:00,Rohri Industrial Feeder,13.693,1.942,11.17,708.0,0.935,29.0,74.4
2024-03-16 06:00:00,SITE Area Feeder,11.567,1.489,11.11,601.17,0.94,26.1,75.0
2024-03-16 06:00:00,Military Road Feeder,7.945,0.848,10.96,418.66,0.838,25.7,77.0
2024-03-16 06:00:00,Barrage Colony Feeder,6.767,1.002,11.07,352.92,0.852,20.7,79.9
2024-03-16 06:00:00,Shikarpur Road Feeder,4.778,0.679,10.83,254.64,0.927,27.9,71.7
2024-03-16 06:00:00,Old Sukkur Residential Feeder,4.035,0.475,10.88,214.06,0.925,29.2,76.7
2024-03-16 07:00:00,Civil Hospital Feeder,6.667,0.275,10.85,354.88,0.906,28.3,72.3
2024-03-16 07:00:00,Airport Road Feeder,8.745,1.152,11.14,453.24,0.936,27.9,79.9
2024-03-16 07:00:00,Rohri Industrial Feeder,12.635,1.251,10.99,663.49,0.879,26.5,77.0
2024-03-16 07:00:00,SITE Area Feeder,9.483,1.461,10.91,501.92,0.861,24.1,71.0
2024-03-16 07:00:00,Military Road Feeder,6.827,0.877,10.99,358.5,0.9,21.8,75.0
2024-03-16 07:00:00,Barrage Colony Feeder,5.879,0.768,10.84,313.16,0.902,25.0,75.4
2024-03-16 07:00:00,Shikarpur Road Feeder,5.811,1.045,11.01,304.82,0.861,23.8,69.2
2024-03-16 07:00:00,Old Sukkur Residential Feeder,4.349,0.538,11.15,225.23,0.838,30.4,77.1
2024-03-16 08:00:00,Civil Hospital Feeder,6.652,0.42,11.06,347.36,0.929,24.0,80.2
2024-03-16 08:00:00,Airport Road Feeder,9.898,1.407,11.07,516.2,0.872,27.6,75.9
2024-03-16 08:00:00,Rohri Industrial Feeder,12.64,1.638,11.03,661.73,0.942,28.9,75.3
2024-03-16 08:00:00,SITE Area Feeder,11.715,1.082,11.07,611.18,0.892,25.5,76.7
2024-03-16 08:00:00,Military Road Feeder,6.938,0.674,10.8,370.71,0.936,27.6,67.9
2024-03-16 08:00:00,Barrage Colony Feeder,6.696,0.806,11.08,348.77,0.871,25.5,74.4
2024-03-16 08:00:00,Shikarpur Road Feeder,5.192,0.745,11.18,268.17,0.934,26.0,74.8
2024-03-16 08:00:00,Old Sukkur Residential Feeder,4.334,0.573,11.09,225.6,0.918,26.7,73.6
2024-03-16 09:00:00,Civil Hospital Feeder,7.127,0.345,10.85,379.18,0.911,23.3,76.8
2024-03-16 09:00:00,Airport Road Feeder,8.804,0.914,10.98,462.86,0.917,28.0,75.1
2024-03-16 09:00:00,Rohri Industrial Feeder,13.206,2.241,10.97,695.19,0.933,26.1,77.4
2024-03-16 09:00:00,SITE Area Feeder,10.354,0.999,10.83,551.9,0.95,25.9,74.3
2024-03-16 09:00:00,Military Road Feeder,8.048,0.724,11.12,418.04,0.858,25.2,69.8
2024-03-16 09:00:00,Barrage Colony Feeder,7.261,0.664,11.0,381.09,0.878,30.2,77.6
2024-03-16 09:00:00,Shikarpur Road Feeder,5.563,0.775,10.93,293.86,0.845,24.2,80.9
2024-03-16 09:00:00,Old Sukkur Residential Feeder,5.043,0.782,10.93,266.36,0.833,26.3,77.0
2024-03-16 10:00:00,Civil Hospital Feeder,6.362,0.42,11.01,333.54,0.941,26.9,78.5
2024-03-16 10:00:00,Airport Road Feeder,8.733,0.825,10.95,460.67,0.845,27.0,70.4
2024-03-16 10:00:00,Rohri Industrial Feeder,13.571,2.182,10.99,712.99,0.869,24.1,74.6
2024-03-16 10:00:00,SITE Area Feeder,12.195,1.969,10.93,644.34,0.945,27.2,71.3
2024-03-16 10:00:00,Military Road Feeder,7.793,0.733,10.91,412.46,0.896,28.0,78.0
2024-03-16 10:00:00,Barrage Colony Feeder,7.055,0.841,10.89,374.02,0.9,26.2,72.2
2024-03-16 10:00:00,Shikarpur Road Feeder,5.86,0.778,11.01,307.24,0.869,25.2,72.5
2024-03-16 10:00:00,Old Sukkur Residential Feeder,5.047,0.612,11.05,263.63,0.857,26.0,72.1
2024-03-16 11:00:00,Civil Hospital Feeder,7.136,0.289,11.06,372.51,0.848,21.8,78.5
2024-03-16 11:00:00,Airport Road Feeder,9.723,0.965,10.91,514.62,0.828,28.0,74.7
2024-03-16 11:00:00,Rohri Industrial Feeder,12.59,2.148,11.01,660.05,0.947,27.1,76.1
2024-03-16 11:00:00,SITE Area Feeder,11.387,1.649,11.2,587.21,0.888,24.0,76.2
2024-03-16 11:00:00,Military Road Feeder,7.94,1.163,10.94,418.86,0.935,26.8,76.6
2024-03-16 11:00:00,Barrage Colony Feeder,7.69,1.002,11.0,403.71,0.867,24.2,73.4
2024-03-16 11:00:00,Shikarpur Road Feeder,5.976,0.529,10.87,317.31,0.932,22.6,74.0
2024-03-16 11:00:00,Old Sukkur Residential Feeder,4.727,0.38,11.09,246.16,0.931,28.4,66.5
2024-03-16 12:00:00,Civil Hospital Feeder,7.078,0.456,11.0,371.38,0.864,26.3,78.9
2024-03-16 12:00:00,Airport Road Feeder,8.664,1.312,11.16,448.35,0.892,29.0,71.3
2024-03-16 12:00:00,Rohri Industrial Feeder,13.668,1.099,11.08,711.97,0.937,25.3,78.8
2024-03-16 12:00:00,SITE Area Feeder,11.872,1.907,11.17,613.88,0.877,25.1,74.6
2024-03-16 12:00:00,Military Road Feeder,9.131,1.638,10.96,481.02,0.907,23.6,75.2
2024-03-16 12:00:00,Barrage Colony Feeder,7.908,1.055,11.03,413.95,0.926,26.8,72.3
2024-03-16 12:00:00,Shikarpur Road Feeder,5.801,0.719,11.09,301.9,0.822,28.2,69.9
2024-03-16 12:00:00,Old Sukkur Residential Feeder,5.024,0.734,10.86,267.19,0.843,28.9,64.8
2024-03-16 13:00:00,Civil Hospital Feeder,7.596,0.377,10.8,405.99,0.894,23.1,74.1
2024-03-16 13:00:00,Airport Road Feeder,10.811,1.363,10.97,568.95,0.864,25.3,85.0
2024-03-16 13:00:00,Rohri Industrial Feeder,15.364,2.502,11.12,797.51,0.873,26.5,69.7
2024-03-16 13:00:00,SITE Area Feeder,10.909,0.907,11.0,572.46,0.947,26.4,81.2
2024-03-16 13:00:00,Military Road Feeder,7.686,0.818,11.01,402.93,0.901,25.1,71.6
2024-03-16 13:00:00,Barrage Colony Feeder,7.501,0.797,10.9,397.21,0.89,25.2,72.5
2024-03-16 13:00:00,Shikarpur Road Feeder,5.751,0.632,10.86,305.76,0.823,21.6,76.4
2024-03-16 13:00:00,Old Sukkur Residential Feeder,4.698,0.54,11.02,246.23,0.884,27.3,72.9
2024-03-16 14:00:00,Civil Hospital Feeder,7.085,0.428,11.07,369.34,0.845,27.3,74.4
2024-03-16 14:00:00,Airport Road Feeder,9.813,1.314,11.2,505.98,0.879,24.7,82.7
2024-03-16 14:00:00,Rohri Industrial Feeder,14.475,2.355,10.82,772.62,0.877,24.2,72.9
2024-03-16 14:00:00,SITE Area Feeder,11.994,2.132,10.95,632.22,0.922,24.3,70.1
2024-03-16 14:00:00,Military Road Feeder,7.943,0.71,10.91,420.48,0.853,26.0,78.9
2024-03-16 14:00:00,Barrage Colony Feeder,7.174,0.856,11.2,369.95,0.838,23.7,66.9
2024-03-16 14:00:00,Shikarpur Road Feeder,5.611,0.87,11.14,290.89,0.858,29.5,74.6
2024-03-16 14:00:00,Old Sukkur Residential Feeder,5.243,0.46,10.92,277.21,0.924,24.2,73.9
2024-03-16 15:00:00,Civil Hospital Feeder,7.899,0.53,10.88,419.03,0.864,26.6,69.3
2024-03-16 15:00:00,Airport Road Feeder,9.935,1.459,11.15,514.33,0.834,22.2,74.2
2024-03-16 15:00:00,Rohri Industrial Feeder,15.566,1.418,11.11,808.55,0.883,24.1,78.6
2024-03-16 15:00:00,SITE Area Feeder,13.63,1.339,10.81,728.27,0.933,26.6,73.5
2024-03-16 15:00:00,Military Road Feeder,7.966,1.162,10.91,421.56,0.874,28.9,77.9
2024-03-16 15:00:00,Barrage Colony Feeder,7.953,1.208,10.87,422.59,0.948,23.7,80.7
2024-03-16 15:00:00,Shikarpur Road Feeder,6.274,0.525,11.09,326.72,0.829,21.5,79.3
2024-03-16 15:00:00,Old Sukkur Residential Feeder,5.448,0.929,10.86,289.66,0.917,24.5,70.7
2024-03-16 16:00:00,Civil Hospital Feeder,7.573,0.491,11.15,392.14,0.889,26.9,70.6
2024-03-16 16:00:00,Airport Road Feeder,9.755,1.128,10.96,513.98,0.912,25.1,67.0
2024-03-16 16:00:00,Rohri Industrial Feeder,15.888,2.776,10.92,840.31,0.926,22.4,72.8
2024-03-16 16:00:00,SITE Area Feeder,12.044,1.073,11.19,621.29,0.894,25.3,74.8
2024-03-16 16:00:00,Military Road Feeder,9.85,1.192,10.85,524.06,0.855,25.4,74.0
2024-03-16 16:00:00,Barrage Colony Feeder,9.223,1.18,10.82,492.36,0.889,27.8,74.0
2024-03-16 16:00:00,Shikarpur Road Feeder,6.661,1.156,11.03,348.77,0.824,22.7,69.4
2024-03-16 16:00:00,Old Sukkur Residential Feeder,5.346,0.731,11.18,276.0,0.826,23.6,75.1
2024-03-16 17:00:00,Civil Hospital Feeder,8.328,0.734,11.03,435.74,0.945,24.4,71.7
2024-03-16 17:00:00,Airport Road Feeder,10.919,1.7,11.02,572.33,0.848,28.0,72.2
2024-03-16 17:00:00,Rohri Industrial Feeder,16.541,2.295,11.03,865.89,0.873,27.2,75.9
2024-03-16 17:00:00,SITE Area Feeder,13.003,1.462,10.97,684.46,0.93,26.5,70.7
2024-03-16 17:00:00,Military Road Feeder,8.498,0.684,11.19,438.56,0.834,23.2,76.2
2024-03-16 17:00:00,Barrage Colony Feeder,9.082,1.479,11.01,476.44,0.948,29.0,80.6
2024-03-16 17:00:00,Shikarpur Road Feeder,6.098,0.709,11.07,318.16,0.838,26.4,76.3
2024-03-16 17:00:00,Old Sukkur Residential Feeder,5.659,0.88,11.2,291.81,0.947,22.3,73.1
2024-03-16 18:00:00,Civil Hospital Feeder,9.375,0.507,10.89,497.21,0.938,27.6,73.8
2024-03-16 18:00:00,Airport Road Feeder,12.151,1.731,10.99,638.52,0.836,24.4,68.3
2024-03-16 18:00:00,Rohri Industrial Feeder,18.491,1.693,11.19,954.13,0.876,26.8,76.0
2024-03-16 18:00:00,SITE Area Feeder,13.748,2.211,11.08,716.08,0.861,26.7,73.6
2024-03-16 18:00:00,Military Road Feeder,10.632,0.875,10.97,559.66,0.948,24.4,69.1
2024-03-16 18:00:00,Barrage Colony Feeder,10.292,1.544,10.94,543.08,0.942,24.3,70.4
2024-03-16 18:00:00,Shikarpur Road Feeder,7.581,1.043,10.92,400.96,0.895,27.1,74.6
2024-03-16 18:00:00,Old Sukkur Residential Feeder,6.447,0.825,11.1,335.38,0.893,28.7,73.9
2024-03-16 19:00:00,Civil Hospital Feeder,9.148,0.381,10.86,486.36,0.926,25.7,78.0
2024-03-16 19:00:00,Airport Road Feeder,12.864,1.031,10.89,682.05,0.848,29.4,78.6
2024-03-16 19:00:00,Rohri Industrial Feeder,18.564,2.415,10.82,990.43,0.95,27.7,66.9
2024-03-16 19:00:00,SITE Area Feeder,14.984,1.841,11.06,782.16,0.875,22.3,74.7
2024-03-16 19:00:00,Military Road Feeder,10.404,1.226,11.15,538.49,0.943,25.3,75.8
2024-03-16 19:00:00,Barrage Colony Feeder,9.533,1.544,11.06,497.68,0.863,25.2,67.6
2024-03-16 19:00:00,Shikarpur Road Feeder,7.394,0.628,10.85,393.64,0.899,25.2,79.8
2024-03-16 19:00:00,Old Sukkur Residential Feeder,6.448,0.694,10.92,340.97,0.874,24.6,69.5
2024-03-16 20:00:00,Civil Hospital Feeder,8.773,0.605,10.93,463.33,0.844,29.7,77.0
2024-03-16 20:00:00,Airport Road Feeder,12.352,1.948,10.92,653.04,0.924,26.2,76.8
2024-03-16 20:00:00,Rohri Industrial Feeder,17.577,1.546,10.89,932.09,0.906,25.9,75.3
2024-03-16 20:00:00,SITE Area Feeder,13.616,1.684,11.05,711.32,0.827,26.3,72.7
2024-03-16 20:00:00,Military Road Feeder,10.002,1.414,11.12,519.23,0.924,26.2,71.1
2024-03-16 20:00:00,Barrage Colony Feeder,8.716,1.339,11.15,451.33,0.923,28.9,77.5
2024-03-16 20:00:00,Shikarpur Road Feeder,7.557,1.3,11.06,394.52,0.87,29.5,74.0
2024-03-16 20:00:00,Old Sukkur Residential Feeder,6.015,0.671,11.03,314.96,0.852,27.0,70.5
2024-03-16 21:00:00,Civil Hospital Feeder,8.506,0.663,10.83,453.62,0.939,25.7,81.0
2024-03-16 21:00:00,Airport Road Feeder,10.561,1.161,11.06,551.37,0.823,24.9,75.9
2024-03-16 21:00:00,Rohri Industrial Feeder,17.558,1.702,10.99,922.76,0.828,25.5,75.4
2024-03-16 21:00:00,SITE Area Feeder,13.638,2.04,10.94,719.5,0.933,26.2,70.0
2024-03-16 21:00:00,Military Road Feeder,10.007,0.89,10.82,533.91,0.915,24.0,83.0
2024-03-16 21:00:00,Barrage Colony Feeder,10.055,1.388,10.8,537.28,0.862,27.4,76.5
2024-03-16 21:00:00,Shikarpur Road Feeder,6.906,1.136,10.92,365.1,0.882,26.5,77.2
2024-03-16 21:00:00,Old Sukkur Residential Feeder,5.948,0.775,11.08,309.88,0.862,27.5,73.8
2024-03-16 22:00:00,Civil Hospital Feeder,8.952,0.429,11.07,467.11,0.949,25.3,74.9
2024-03-16 22:00:00,Airport Road Feeder,12.845,1.706,11.03,672.38,0.923,23.8,75.3
2024-03-16 22:00:00,Rohri Industrial Feeder,18.455,1.885,10.85,982.21,0.888,27.4,72.6
2024-03-16 22:00:00,SITE Area Feeder,13.299,1.196,10.88,705.75,0.877,24.7,72.3
2024-03-16 22:00:00,Military Road Feeder,10.491,0.997,11.15,543.14,0.922,24.2,72.8
2024-03-16 22:00:00,Barrage Colony Feeder,10.325,0.886,10.83,550.41,0.91,26.6,78.4
2024-03-16 22:00:00,Shikarpur Road Feeder,7.645,0.659,11.04,399.75,0.883,27.9,73.8
2024-03-16 22:00:00,Old Sukkur Residential Feeder,6.555,0.858,11.03,343.05,0.896,23.5,73.4
2024-03-16 23:00:00,Civil Hospital Feeder,3.676,0.231,11.12,190.89,0.895,22.8,74.6
2024-03-16 23:00:00,Airport Road Feeder,4.218,0.489,10.81,225.23,0.857,22.5,73.5
2024-03-16 23:00:00,Rohri Industrial Feeder,8.889,0.975,10.81,474.78,0.934,26.7,71.1
2024-03-16 23:00:00,SITE Area Feeder,6.426,0.947,11.01,336.86,0.939,27.2,74.1
2024-03-16 23:00:00,Military Road Feeder,4.839,0.599,10.97,254.8,0.871,27.1,75.3
2024-03-16 23:00:00,Barrage Colony Feeder,4.096,0.655,11.1,213.09,0.896,28.6,70.8
2024-03-16 23:00:00,Shikarpur Road Feeder,3.645,0.391,10.84,194.1,0.82,26.0,77.2
2024-03-16 23:00:00,Old Sukkur Residential Feeder,3.2,0.275,11.14,165.89,0.882,29.7,73.2
2024-03-17 00:00:00,Civil Hospital Feeder,3.351,0.278,10.96,176.57,0.858,27.1,75.4
2024-03-17 00:00:00,Airport Road Feeder,5.138,0.799,11.19,265.19,0.9,27.3,74.5
2024-03-17 00:00:00,Rohri Industrial Feeder,8.768,0.988,11.14,454.24,0.917,24.1,79.3
2024-03-17 00:00:00,SITE Area Feeder,5.944,1.005,10.9,314.8,0.894,27.3,74.2
2024-03-17 00:00:00,Military Road Feeder,5.376,0.897,11.11,279.33,0.857,30.8,65.5
2024-03-17 00:00:00,Barrage Colony Feeder,4.56,0.526,11.09,237.33,0.898,26.8,69.9
2024-03-17 00:00:00,Shikarpur Road Feeder,2.491,0.216,11.17,128.72,0.932,24.9,76.9
2024-03-17 00:00:00,Old Sukkur Residential Feeder,2.209,0.368,11.01,115.83,0.838,21.9,73.7
2024-03-17 01:00:00,Civil Hospital Feeder,4.404,0.352,10.89,233.44,0.897,25.5,76.4
2024-03-17 01:00:00,Airport Road Feeder,5.469,0.438,10.95,288.5,0.926,23.2,72.8
2024-03-17 01:00:00,Rohri Industrial Feeder,8.516,1.155,10.96,448.58,0.84,28.0,75.6
2024-03-17 01:00:00,SITE Area Feeder,8.344,1.003,10.83,444.81,0.905,27.6,82.9
2024-03-17 01:00:00,Military Road Feeder,4.39,0.558,11.09,228.48,0.849,24.3,72.3
2024-03-17 01:00:00,Barrage Colony Feeder,4.845,0.71,11.17,250.31,0.913,25.4,72.3
2024-03-17 01:00:00,Shikarpur Road Feeder,3.841,0.44,10.97,202.1,0.869,27.4,76.9
2024-03-17 01:00:00,Old Sukkur Residential Feeder,2.83,0.447,10.91,149.84,0.89,25.1,74.7
2024-03-17 02:00:00,Civil Hospital Feeder,3.878,0.284,11.08,202.01,0.876,27.2,73.6
2024-03-17 02:00:00,Airport Road Feeder,5.706,1.004,11.05,298.2,0.863,27.6,78.2
2024-03-17 02:00:00,Rohri Industrial Feeder,7.599,0.627,11.16,393.29,0.924,27.8,70.2
2024-03-17 02:00:00,SITE Area Feeder,6.188,0.785,10.92,327.11,0.845,28.4,74.6
2024-03-17 02:00:00,Military Road Feeder,4.386,0.787,11.1,228.04,0.837,31.1,70.7
2024-03-17 02:00:00,Barrage Colony Feeder,3.215,0.453,11.07,167.63,0.862,24.2,73.7
2024-03-17 02:00:00,Shikarpur Road Feeder,3.278,0.566,10.88,173.97,0.94,25.2,78.1
2024-03-17 02:00:00,Old Sukkur Residential Feeder,2.654,0.219,10.84,141.38,0.877,25.5,79.5
2024-03-17 03:00:00,Civil Hospital Feeder,3.708,0.32,10.83,197.66,0.912,27.8,72.1
2024-03-17 03:00:00,Airport Road Feeder,5.525,0.696,11.11,286.99,0.86,24.3,71.5
2024-03-17 03:00:00,Rohri Industrial Feeder,8.545,1.261,10.98,449.31,0.83,24.0,79.5
2024-03-17 03:00:00,SITE Area Feeder,6.15,1.045,11.0,322.72,0.898,26.9,76.0
2024-03-17 03:00:00,Military Road Feeder,4.427,0.4,10.97,233.03,0.844,26.1,73.6
2024-03-17 03:00:00,Barrage Colony Feeder,4.693,0.646,10.8,250.77,0.887,23.7,77.3
2024-03-17 03:00:00,Shikarpur Road Feeder,2.855,0.325,11.02,149.54,0.883,25.0,73.7
2024-03-17 03:00:00,Old Sukkur Residential Feeder,2.857,0.352,11.05,149.22,0.948,26.9,72.9
2024-03-17 04:00:00,Civil Hospital Feeder,3.487,0.17,11.08,181.7,0.851,26.4,80.8
2024-03-17 04:00:00,Airport Road Feeder,5.408,0.776,11.1,281.39,0.924,25.8,72.7
2024-03-17 04:00:00,Rohri Industrial Feeder,7.003,1.054,10.85,372.49,0.935,24.1,75.3
2024-03-17 04:00:00,SITE Area Feeder,5.856,0.964,11.09,304.94,0.883,26.8,69.2
2024-03-17 04:00:00,Military Road Feeder,4.552,0.633,10.94,240.15,0.913,24.9,66.2
2024-03-17 04:00:00,Barrage Colony Feeder,4.513,0.719,10.84,240.35,0.825,26.8,76.6
2024-03-17 04:00:00,Shikarpur Road Feeder,3.188,0.357,11.03,166.8,0.93,22.2,75.0
2024-03-17 04:00:00,Old Sukkur Residential Feeder,2.651,0.265,11.15,137.28,0.944,23.8,71.8
2024-03-17 05:00:00,Civil Hospital Feeder,3.968,0.249,11.08,206.68,0.863,27.3,71.5
2024-03-17 05:00:00,Airport Road Feeder,6.638,1.15,11.17,343.04,0.894,27.3,78.2
2024-03-17 05:00:00,Rohri Industrial Feeder,8.579,0.754,10.94,452.65,0.865,26.9,79.4
2024-03-17 05:00:00,SITE Area Feeder,6.454,0.95,11.11,335.42,0.825,27.1,72.4
2024-03-17 05:00:00,Military Road Feeder,3.568,0.558,11.19,184.14,0.854,27.1,69.4
2024-03-17 05:00:00,Barrage Colony Feeder,3.906,0.564,11.09,203.35,0.882,24.5,70.5
2024-03-17 05:00:00,Shikarpur Road Feeder,3.391,0.443,10.9,179.6,0.907,26.5,77.7
2024-03-17 05:00:00,Old Sukkur Residential Feeder,2.828,0.307,11.13,146.73,0.907,25.6,80.0
2024-03-17 06:00:00,Civil Hospital Feeder,5.867,0.356,11.02,307.39,0.886,27.4,76.1
2024-03-17 06:00:00,Airport Road Feeder,8.596,1.499,10.89,455.5,0.871,27.0,77.3
2024-03-17 06:00:00,Rohri Industrial Feeder,13.289,1.512,11.01,696.9,0.92,27.8,76.0
2024-03-17 06:00:00,SITE Area Feeder,9.748,1.653,10.88,517.1,0.925,25.8,77.2
2024-03-17 06:00:00,Military Road Feeder,8.403,0.852,11.07,438.42,0.925,23.9,70.2
2024-03-17 06:00:00,Barrage Colony Feeder,6.508,1.116,10.99,341.98,0.902,26.7,77.7
2024-03-17 06:00:00,Shikarpur Road Feeder,4.515,0.551,10.98,237.31,0.933,25.4,72.0
2024-03-17 06:00:00,Old Sukkur Residential Feeder,4.543,0.507,11.03,237.71,0.894,27.0,75.0
2024-03-17 07:00:00,Civil Hospital Feeder,5.92,0.374,11.03,309.8,0.927,26.4,75.0
2024-03-17 07:00:00,Airport Road Feeder,7.828,1.299,11.09,407.34,0.866,25.8,74.8
2024-03-17 07:00:00,Rohri Industrial Feeder,13.918,2.389,11.08,725.02,0.875,28.8,73.3
2024-03-17 07:00:00,SITE Area Feeder,9.739,1.077,10.98,512.01,0.899,26.4,74.5
2024-03-17 07:00:00,Military Road Feeder,7.792,1.249,10.82,415.8,0.881,26.0,77.2
2024-03-17 07:00:00,Barrage Colony Feeder,6.993,1.023,10.88,370.96,0.893,27.3,79.5
2024-03-17 07:00:00,Shikarpur Road Feeder,5.042,0.75,11.01,264.36,0.824,25.4,73.5
2024-03-17 07:00:00,Old Sukkur Residential Feeder,4.415,0.435,11.16,228.36,0.861,25.5,77.2
2024-03-17 08:00:00,Civil Hospital Feeder,5.635,0.473,11.18,291.01,0.948,29.4,73.8
2024-03-17 08:00:00,Airport Road Feeder,8.888,1.21,11.03,465.14,0.906,23.2,75.0
2024-03-17 08:00:00,Rohri Industrial Feeder,13.448,1.627,10.92,710.69,0.858,24.1,77.6
2024-03-17 08:00:00,SITE Area Feeder,10.37,1.697,10.94,547.27,0.912,20.6,79.6
2024-03-17 08:00:00,Military Road Feeder,7.027,0.697,11.03,367.93,0.915,25.3,74.4
2024-03-17 08:00:00,Barrage Colony Feeder,6.712,0.648,11.04,351.01,0.932,26.3,78.7
2024-03-17 08:00:00,Shikarpur Road Feeder,5.369,0.819,10.87,285.28,0.845,24.1,74.8
2024-03-17 08:00:00,Old Sukkur Residential Feeder,4.062,0.456,11.16,210.17,0.825,27.4,73.3
2024-03-17 09:00:00,Civil Hospital Feeder,6.736,0.414,11.03,352.64,0.854,28.9,68.0
2024-03-17 09:00:00,Airport Road Feeder,10.0,1.08,10.93,528.19,0.846,30.2,71.3
2024-03-17 09:00:00,Rohri Industrial Feeder,13.006,1.041,10.84,692.61,0.928,26.8,74.1
2024-03-17 09:00:00,SITE Area Feeder,11.074,1.897,11.12,574.82,0.827,26.3,83.7
2024-03-17 09:00:00,Military Road Feeder,8.012,0.762,11.18,413.69,0.842,21.2,72.9
2024-03-17 09:00:00,Barrage Colony Feeder,7.087,0.718,10.93,374.52,0.825,23.1,77.2
2024-03-17 09:00:00,Shikarpur Road Feeder,6.195,0.842,11.14,320.96,0.897,26.4,73.7
2024-03-17 09:00:00,Old Sukkur Residential Feeder,4.726,0.547,11.17,244.3,0.88,25.1,82.6
2024-03-17 10:00:00,Civil Hospital Feeder,7.232,0.456,11.14,374.86,0.844,24.7,76.5
2024-03-17 10:00:00,Airport Road Feeder,8.605,1.196,10.93,454.59,0.886,25.6,78.3
2024-03-17 10:00:00,Rohri Industrial Feeder,13.812,1.82,11.18,713.34,0.914,23.5,72.9
2024-03-17 10:00:00,SITE Area Feeder,10.475,1.094,11.18,540.82,0.842,25.7,69.6
2024-03-17 10:00:00,Military Road Feeder,7.573,0.639,11.11,393.68,0.943,28.8,76.5
2024-03-17 10:00:00,Barrage Colony Feeder,7.815,1.288,11.1,406.33,0.925,26.1,71.9
2024-03-17 10:00:00,Shikarpur Road Feeder,5.276,0.868,11.2,272.05,0.877,26.5,68.1
2024-03-17 10:00:00,Old Sukkur Residential Feeder,4.898,0.713,11.17,253.28,0.844,26.6,73.9
2024-03-17 11:00:00,Civil Hospital Feeder,6.649,0.479,11.1,345.92,0.841,26.0,76.0
2024-03-17 11:00:00,Airport Road Feeder,9.885,1.737,10.96,520.53,0.887,24.6,76.0
2024-03-17 11:00:00,Rohri Industrial Feeder,13.846,2.416,10.8,740.17,0.949,24.0,81.4
2024-03-17 11:00:00,SITE Area Feeder,10.434,1.263,11.11,542.03,0.944,23.2,73.9
2024-03-17 11:00:00,Military Road Feeder,7.669,0.783,10.81,409.75,0.932,24.1,75.5
2024-03-17 11:00:00,Barrage Colony Feeder,8.583,0.813,10.82,458.16,0.87,23.9,79.2
2024-03-17 11:00:00,Shikarpur Road Feeder,5.261,0.718,11.14,272.55,0.882,23.2,74.0
2024-03-17 11:00:00,Old Sukkur Residential Feeder,4.759,0.408,11.1,247.59,0.872,25.3,76.9
2024-03-17 12:00:00,Civil Hospital Feeder,6.818,0.464,10.88,361.89,0.924,28.7,74.8
2024-03-17 12:00:00,Airport Road Feeder,9.511,0.947,10.94,502.17,0.873,21.8,78.1
2024-03-17 12:00:00,Rohri Industrial Feeder,13.461,2.14,11.04,703.93,0.866,26.8,65.2
2024-03-17 12:00:00,SITE Area Feeder,11.803,1.977,11.02,618.44,0.923,27.1,78.1
2024-03-17 12:00:00,Military Road Feeder,7.631,1.275,11.08,397.54,0.827,27.3,73.7
2024-03-17 12:00:00,Barrage Colony Feeder,8.669,0.817,10.99,455.46,0.94,26.7,63.3
2024-03-17 12:00:00,Shikarpur Road Feeder,5.992,0.976,11.04,313.41,0.935,27.3,73.2
2024-03-17 12:00:00,Old Sukkur Residential Feeder,4.834,0.608,10.86,256.87,0.895,28.1,79.4
2024-03-17 13:00:00,Civil Hospital Feeder,7.603,0.664,11.14,394.15,0.931,25.7,73.3
2024-03-17 13:00:00,Airport Road Feeder,9.782,1.176,11.0,513.21,0.913,23.7,70.7
2024-03-17 13:00:00,Rohri Industrial Feeder,16.25,1.482,11.09,846.38,0.843,30.7,76.5
2024-03-17 13:00:00,SITE Area Feeder,11.626,2.071,10.87,617.61,0.943,27.0,76.2
2024-03-17 13:00:00,Military Road Feeder,8.016,0.665,10.87,425.67,0.935,25.6,81.7
2024-03-17 13:00:00,Barrage Colony Feeder,7.204,0.925,10.99,378.46,0.904,25.1,74.6
2024-03-17 13:00:00,Shikarpur Road Feeder,5.398,0.794,11.06,281.71,0.839,27.5,74.0
2024-03-17 13:00:00,Old Sukkur Residential Feeder,4.45,0.508,10.91,235.53,0.86,24.8,73.6
2024-03-17 14:00:00,Civil Hospital Feeder,6.817,0.507,10.84,362.96,0.833,28.5,76.5
2024-03-17 14:00:00,Airport Road Feeder,9.159,1.485,11.01,480.1,0.842,27.8,72.7
2024-03-17 14:00:00,Rohri Industrial Feeder,11.819,1.724,10.94,623.63,0.821,27.3,75.3
2024-03-17 14:00:00,SITE Area Feeder,11.438,2.011,11.14,592.81,0.869,23.8,73.4
2024-03-17 14:00:00,Military Road Feeder,8.267,0.873,11.18,426.75,0.92,28.2,75.0
2024-03-17 14:00:00,Barrage Colony Feeder,7.636,0.878,10.96,402.22,0.89,26.8,67.1
2024-03-17 14:00:00,Shikarpur Road Feeder,5.632,0.901,10.86,299.44,0.945,25.0,68.9
2024-03-17 14:00:00,Old Sukkur Residential Feeder,4.213,0.554,10.96,221.98,0.905,26.5,78.4
